3.179946732097333473e-01 1.909015619226521465e-01 9.286743139905004885e-01
2.099679646865698912e-01 9.695155532216509497e-01 1.263053675292361844e-01
5.421638511607104194e-01 8.398218488115374303e-01 2.752491150500143910e-02
9.400674857930778616e-01 3.367127827448486710e-01 5.382958378904196400e-02
9.912689255986096848e-01 1.079492861738363813e-01 7.571571010785946299e-02
1.364913796606520846e-01 1.534524073679448819e-01 9.786840460288060983e-01
7.805728033904771879e-01 5.288870867382132746e-01 3.331434347074803126e-01
4.219322796867448766e-02 9.990614299887822236e-01 9.797480408402788055e-03
7.756804981983130842e-01 6.014048001084154604e-01 1.913949610657856570e-01
9.097387436272372785e-01 4.146942660377943013e-01 2.010184217705008464e-02
6.030822230837489251e-01 2.966802027702449829e-01 7.404543804209477997e-01
5.571081518978218128e-01 2.331851372163365188e-01 7.970289824532051925e-01
7.998465041498419303e-01 2.060123311997518469e-01 5.637415091980727544e-01
4.098913703339747139e-01 3.670561797286258643e-01 8.350202545140824606e-01
8.461491946631306549e-01 1.498631373137510603e-01 5.114416686636071852e-01
5.554349299292090647e-01 7.376036116655653174e-01 3.839699866818347962e-01
2.759143557529066260e-01 9.377393129561967244e-01 2.109887419411249077e-01
3.441200748028488965e-01 7.008016463900003101e-01 6.248667270184472544e-01
1.376099879035065920e-01 1.857935356320238041e-01 9.729050587526764104e-01
9.676973078042835352e-01 2.274214656989102801e-01 1.088181850965220104e-01
5.124039346650118842e-01 8.319092381453326024e-02 8.547054919296462883e-01
7.691456714870438249e-01 5.970906630985054475e-01 2.278106144878490336e-01
4.908685912074391422e-01 8.712334653089229830e-01 5.244919728211305939e-04
8.026346847273949647e-01 5.684670446758742779e-01 1.806177787207916552e-01
4.534463997109476341e-01 9.345606811852670559e-02 8.863703097018790222e-01
9.484920307150502827e-01 6.806864870947396118e-02 3.094018854708327493e-01
6.084959689852010856e-01 3.406343402686720645e-01 7.167293087062142076e-01
7.153224076416546673e-01 6.193845402771513964e-01 3.235377016537767658e-01
8.691448877491406155e-02 9.755781836481264291e-01 2.017252567994845536e-01
2.776232495626218544e-01 9.465572004686428897e-01 1.641791629387107376e-01
5.706122013615725352e-01 4.247188774193846189e-02 8.201206340587562371e-01
6.027175810634909370e-01 7.960390352797750424e-01 5.525732338631227092e-02
1.377959360373112452e-01 8.381368929330641482e-01 5.277677791568092802e-01
3.362210138580595253e-01 4.777200100205653555e-01 8.116273910275634274e-01
9.804738405303364823e-01 9.186931067868339684e-02 1.738708652739611171e-01
7.979749751438209859e-01 2.086574180953878338e-02 6.023292786034528667e-01
7.603254973243719350e-01 6.035831385383551018e-01 2.399844432262958627e-01
6.400290175648616353e-01 7.022898114406811443e-01 3.116919591865831562e-01
2.555486752526878180e-01 3.664534916092374028e-01 8.946545216249650601e-01
8.519390696709606692e-01 4.771187720263204701e-01 2.157718678333069851e-01
6.736438651484407680e-01 1.073377501956167268e-01 7.312199055898387368e-01
4.068883215686442956e-01 9.097934342066340552e-01 8.196219156141870688e-02
7.053610409755352029e-01 4.108906312908965353e-01 5.776111936166732352e-01
3.798980860406201421e-01 8.932153915541308775e-01 2.405071901492228381e-01
7.278768560978116087e-01 6.598065116433244892e-01 1.866832867458496914e-01
6.531358975019682100e-01 2.117449122857859301e-01 7.270334184309433789e-01
4.158355729069167506e-01 2.672143289891268925e-01 8.692970025762583042e-01
6.645553691052394907e-01 5.340323261622202944e-01 5.226620667383150565e-01
9.793254842871007559e-01 3.981823400282900882e-02 1.983333155743927656e-01
8.391846467615708960e-01 5.335208495272120155e-01 1.054733699064338420e-01
7.215472897798690388e-01 1.751640072547973326e-01 6.698410850147721307e-01
3.425535980649640488e-01 6.632837303457183031e-01 6.653658583902660739e-01
9.660107367547040580e-01 2.552434874814606958e-01 4.091477206261071725e-02
5.434064527127558941e-01 8.264742832664293548e-01 1.471383235237554432e-01
3.076299806923063831e-02 9.913294703109464256e-01 1.277478737310755730e-01
7.407157311204436156e-02 9.919886444937912051e-01 1.023324545394955626e-01
4.625385555983912295e-02 3.234767424384529799e-01 9.451049560484043877e-01
3.575085339267512485e-01 3.649043599690001138e-01 8.596699693749685345e-01
4.947782881692920354e-01 8.383807681858381766e-01 2.287184581366112635e-01
9.628565983222034941e-01 2.680505434404436560e-01 3.249734187095841553e-02
7.225592440240108383e-01 6.683678176554163075e-01 1.766142666886965917e-01
9.202746088954327774e-02 9.151730304479509526e-01 3.924146668805051918e-01
7.449436780130128111e-02 9.898832590890759286e-01 1.207548033871676668e-01
6.325979950352978998e-01 5.976081738415894851e-01 4.926299292928129625e-01
3.267784178474418821e-01 3.994735902029777352e-01 8.565259577849734240e-01
8.225339333470501613e-01 5.654642411777796029e-01 6.072989743008012226e-02
7.938595961403829837e-02 9.019070840730352145e-01 4.245721153291079908e-01
8.173494052921538300e-01 5.632130423187661217e-01 1.213714077969019617e-01
6.927543497842753029e-01 1.318112696352755353e-01 7.090255284911133327e-01
8.278213078683781534e-01 5.107390732842248537e-01 2.320721466696489266e-01
2.073547684006566416e-01 6.321006863328992864e-01 7.466275660320799146e-01
1.089111151744084766e-01 7.118295294831979980e-01 6.938566782464484772e-01
2.016190030581746506e-01 2.290367839607077294e-01 9.523087362818656310e-01
4.723432327153241905e-01 7.317231005737331317e-01 4.913992008487597096e-01
3.540453191299538505e-01 7.278230199163407965e-01 5.873036384035325019e-01
5.313759038070530183e-01 4.138084755594321762e-01 7.391902288372164120e-01
5.453255245162613729e-01 1.409219683271114576e-01 8.262935744357914336e-01
5.543180982541060647e-02 3.458436256286698263e-01 9.366533516042612195e-01
6.043196425064710775e-01 7.210094095258499092e-01 3.390327433391003287e-01
4.940542722788570096e-01 2.260314148875838536e-01 8.395356904425957945e-01
6.987077787658427797e-01 7.102369363601249708e-01 8.585414446539929578e-02
9.730707760898110736e-01 1.348273224894734612e-01 1.869621828881236902e-01
4.100066433335656235e-01 2.129962953603899145e-01 8.868636482487551875e-01
3.420646290804392753e-01 2.506335194872265082e-01 9.056349311071805186e-01
2.520516405354062406e-01 2.369266562953378508e-01 9.382620796132181695e-01
7.697989921670510549e-01 1.477371642952798048e-01 6.209534941882380865e-01
2.597099173635769934e-02 9.620657851811804662e-01 2.715785937292347074e-01
5.948110372390050804e-01 6.970294097097674557e-01 4.004370512056945608e-01
4.012254021144029958e-01 9.110053141821378153e-01 9.532834956108304780e-02
6.817153503666221193e-01 4.792573882702114707e-01 5.527897763733782277e-01
1.029059996348220471e-02 3.693697274603254810e-01 9.292255420447053105e-01
9.347917051499872176e-01 3.050892905687582202e-01 1.818928056934388526e-01
7.968407317182697458e-01 5.936371976617822455e-01 1.124265352439478283e-01
7.162414145549956812e-01 2.770263209296072726e-01 6.405112439204053709e-01
1.400123423879819362e-01 5.834263167033887365e-01 8.000064230723075154e-01
5.798944009129015573e-03 8.774361103314615162e-01 4.796584665517480417e-01
9.682214725830258495e-02 6.527734642042222202e-01 7.513403198492082380e-01
1.576431869335038760e-01 2.167104329097516713e-01 9.634236938551574703e-01
9.800937844599285631e-01 1.978280143374692712e-01 1.674068117817439916e-02
9.521371476628693875e-01 1.566661823594013569e-01 2.624701113371692429e-01
6.409623709951969284e-01 5.670928726195242353e-01 5.172745042937566540e-01
3.140883655300686361e-01 6.939419293798400057e-01 6.479144212681450243e-01
5.706022959042784670e-01 5.075339287571738467e-01 6.456177902358903875e-01
